primary_type,title,authority_id,source,rules
agent_person,"Greenfield-Sanders, Timothy",http://vocab.getty.edu/ulan/500089304,ulan,
agent_person,"Reed, Lou",,lcnaf,
agent_person,"Anderson, Laurie",,local,rda
agent_person,"Dasenbrock, Reed Way,  Ph.D.",,lcnaf,
agent_person,"Fink, Larry",,lcnaf,
agent_person,"Polzonetti, Pierpaolo",,local,local
agent_person,"Post, Levi Arnold",,lcnaf,
agent_person,"Augustine, Saint, Bishop of Hippo.",,lcnaf,
agent_person,"Diodore, of Tarsus, Bishop of Tarsus, d. ca. 392",,lcnaf,
agent_person,"Clement, Paul A.",,lcnaf,
agent_person,"Post, Amy",,local,rda
agent_person,"Reitzel, William",,lcnaf,
agent_person,"Ellinger, Ilona",,local,
agent_person,"Ellinger, Tage Ulrich Holten",,lcnaf,
agent_person,"Edelstein, Ludwig",,lcnaf,
agent_person,"Pease, Arthur Stanley",,lcnaf,
agent_person,"Warsher, Tatiana",,lcnaf,
agent_person,"Nock, Arthur Darby",,lcnaf,
agent_person,"Green, William",,ingest,
agent_person,"Walton, Francis R.",,lcnaf,
agent_person,"Getty, Robert John",,lcnaf,
agent_person,"Sargent, Ralph M. (Ralph Millard)",,lcnaf,
agent_person,"Reid, Ira De Augustine",,lcnaf,
agent_person,"Ashmead, John, 1917-1992",http://id.loc.gov/authorities/names/n86116300,lcnaf,rda
agent_person,"Einarson, Benedict Seneca",,lcnaf,
agent_person,"De Lacy, Phillip",,lcnaf,
agent_person,"Arnott, W. Geoffrey (William Geoffrey)",,lcnaf,
agent_person,"Blake, Warren E. (Warren Everett)",,lcnaf,
agent_person,"Jacques, Jean-Marie",,lcnaf,
agent_person,"Lever, Katherine",,lcnaf,
agent_person,"Lloyd-Jones, Hugh",,lcnaf,
agent_person,"Sandbach, F. H.",,lcnaf,
agent_person,"Turner, E. G. (Eric Gardner)",,lcnaf,
agent_person,"Pearson, Lionel Ignacius Cusack",,lcnaf,
agent_person,"Bieber, Margarete",,lcnaf,
agent_person,"Sanford, Eva Matthews",,lcnaf,
agent_person,Feldman Louis H,,lcnaf,
agent_person,"Smith, Samuel",,ingest,
agent_person,"Smith, Helen Wheeler",,ingest,
agent_person,"Smith, Woodbury C.",,local,
agent_person,"Moriarty, Christopher, Curator",,local,local
agent_person,"Goldstein, Thomas M.",,local,
agent_person,"Stetler, Russell",,lcnaf,
agent_person,"DeBlois, Diane",,local,
agent_person,"Drinker, Henry, 1734-1809",,lcnaf,rda
agent_person,"Proctor, Isaac",,local,
agent_person,"Lippincott, Margaret Walker",,local,rda
agent_person,"Lippincott, Mather",,lcnaf,
agent_person,"Marnell, James N.",,local,local
agent_person,"Trembley, Jan",,local,
agent_person,"Bidlake, Patricia Cope",,local,rda
agent_person,"Cope, Alexis T., 1850-1883",http://id.loc.gov/authorities/names/no94018780,lcnaf,rda
agent_person,"Cadbury, William Warder",,lcnaf,
agent_person,"Dixon, Vernon J.",,lcnaf,
agent_person,"Dixon, Claudia Lobke",,local,
agent_person,"Speer, Robert E. (Robert Elliott)",,local,
agent_person,"Speer, Robert",,local,
agent_person,"Speer, Robert Milton",,local,
agent_person,"Speer, Emma Bailey, 1872-1961",http://id.loc.gov/authorities/names/n92104027,lcnaf,rda
agent_person,"Speer, Margaret Bailey",,local,
agent_person,"Speer, Martha Ellen McMurtrie",,local,
agent_person,"McMurtrie, Clara",,local,
agent_person,"Speer, E.S. (Edward Stewart)",,local,
agent_person,"Speer, Victor",,local,
agent_person,"Speer, William McMurtrie",,local,
agent_person,"Bailey, Charles Lukens",,local,
agent_person,"Bailey, Emma Harriet Doll",,local,
agent_person,"Speer, Elliott",,local,
agent_person,"Speer, Charlotte (Holly)",,local,
agent_person,"Barbour, Constance Speer",,local,
agent_person,"Speer, William",,local,
agent_person,"Speer, Elizabeth Lester",,local,
agent_person,"Wagner, Augusta",,local,
agent_person,"Hoover, Herbert, 1874-1964",http://id.loc.gov/authorities/names/n79021421,lcnaf,rda
agent_person,"Rockefeller, John D. (John Davison)",,lcnaf,
agent_person,"Morrow, Elizabeth Cutter",,lcnaf,
agent_person,"Russell, Alys Whitall Pearsall",,lcnaf,
agent_person,"Dodge, Grace H. (Grace Hoadley)",,lcnaf,
agent_person,"Cratty, Mabel",,local,
agent_person,"Smith, Jessie Willcox",,lcnaf,
agent_person,"Hawkes, Sarah Belknap Sherwood",,lcnaf,
agent_person,"Fosdick, Harry Emerson",,lcnaf,
agent_person,"Rosenberg, Anna M.",,lcnaf,
agent_person,"Skinner, Cornelia Otis",,lcnaf,
agent_person,"Russell, Edith Finch",,local,
agent_person,"Moody, William R. (William Revell)",,lcnaf,
agent_person,"Moody, Paul D. (Paul Dwight), 1879-1947",http://id.loc.gov/authorities/names/nr93049497,lcnaf,rda
agent_person,"Eliot, Charles William",,lcnaf,
agent_person,"Evans, Jacqueline Pascal Morris",,local,
agent_person,"Toynbee, Arnold Joseph",,lcnaf,
agent_person,"Lehfeldt, Martin C.",,ingest,
agent_person,"Benson, Lewis",http://id.loc.gov/authorities/names/n87814798,lcnaf,rda
agent_person,"Benson, John",,ingest,
agent_person,"Cary, Elizabeth S.",,local,local
agent_person,"Davison, Elizabeth",,ingest,
agent_person,"McKey, Mary Ellen",,local,
agent_person,"Rodell, Fred",,lcnaf,
agent_person,"Ghiglione, Loren",,lcnaf,
agent_person,"Cope, Agnes",,lcnaf,
agent_person,"Cope, Anna Stewardson",,lcnaf,
agent_person,"Cope, Annette",,lcnaf,
agent_person,"Cope, Caroline E. (Caroline Elizabeth)",,lcnaf,
agent_person,"Cope, Clementine",,lcnaf,
agent_person,"Cope, Elizabeth Stewardson",,lcnaf,
agent_person,"Cope, Evelyn Flower Morris",,local,
agent_person,"Cope, Francis R. Jr.",,lcnaf,
agent_person,"Stanwell-Fletcher, Theodore C. (Theodora Cope)",,lcnaf,
agent_person,"Stanwell-Fletcher, John",,lcnaf,
agent_person,"Douglas, William O. (William Orville)",,lcnaf,
agent_person,"Arnold, Thurman Wesley",,lcnaf,
agent_person,"Wright, Charles Alan",,lcnaf,
agent_person,"Baker, Josephine",,lcnaf,
agent_person,"Goldberg, Arthur J.",,lcnaf,
agent_person,"Brennan, William J. (William Joseph)",,lcnaf,
agent_person,"Nader, Ralph",,lcnaf,
agent_person,"Ribicoff, Abraham",,lcnaf,
agent_person,"Lutnick, Howard",,lcnaf,
agent_person,"Aslan, Ana",,lcnaf,
agent_person,"Singleton, Patrick",,local,rda
agent_person,"Baldwin, Lee",,ingest,
agent_person,Delphine Fitz Darby,,local,local
agent_person,"Leshko, Isa (HC donor)",,ingest,rda
agent_person,"shabazz, Jamel",,lcnaf,
agent_person,"kaufman, Sarah",,lcnaf,
agent_person,"Taylor, Judith",,ingest,
agent_person,"Bullock, John Emlen, 1891-1970",https://lccn.loc.gov/no95016880,lcnaf,rda
agent_person,"Rajs, Jake",,lcnaf,
agent_person,"Cope, Alfred",,lcnaf,
agent_person,"Nilsson, Suzanne",,local,
agent_person,"Charles, Elaine",,local,
agent_person,"Flatness, James",,local,
agent_person,"Jacob, Philip R.",,local,local
agent_person,"Cadbury, Lydia C. Shinn",,lcnaf,
agent_person,"Bacon, Francis R. (Francis Rogers), 1888-1965",http://id.loc.gov/authorities/names/no93013436,lcnaf,rda
agent_person,"Levitt, Helen",http://vocab.getty.edu/ulan/500059803,ulan,
agent_person,"Greene, Arthur",,local,local
agent_person,"Benezet, Anthony",,lcnaf,
agent_person,"Morley, Christopher",,lcnaf,
agent_person,"Segal, Sally",,local,
agent_person,"Thomas, Ellen",,local,
agent_person,"Alden, Raymond",,local,
agent_person,Kelli Connell,,lcnaf,
agent_person,"Fens-de Zeeuw, Lyda",,local,local
agent_person,"Bronner, Anne Taylor",,lcnaf,
agent_person,"Lawson, Drew",,local,local
agent_person,"King, Dana Dunbar (Howe)",,local,local
agent_person,"Nichols, Thomas P. ( Thomas Pitman)",,local,
agent_person,"Cadbury, Richard, 1825-1897",http://id.loc.gov/authorities/names/no95024382,lcnaf,rda
agent_person,"Cadorus, Page",,local,
agent_person,"Collins, Julia Cope",,local,
agent_person,"Cope, E. D. (Edward Drinker)",,lcnaf,
agent_person,"Grimké, Angelina Emily",,nad,rda
agent_person,"Grimké, Sarah Moore",,lcnaf,rda
agent_person,"Haines, Henry",,local,
agent_person,"Harrison, Hannah",,local,
agent_person,"Jones, Owen",,lcnaf,
agent_person,"Leeds, Morris Evans",,lcnaf,
agent_person,Anna Morris Shinn Maier,,local,
agent_person,"Maier, James Shinn",,local,
agent_person,"Maier, Paul David Irwin",,local,
agent_person,"Maier, William Morris",,local,
agent_person,"Morris, Caspar",,lcnaf,
agent_person,"Morris, Catharine Wistar, 1840-1922",,local,rda
agent_person,"Morris, Henry",,lcnaf,
agent_person,"Morris, Israel",,local,
agent_person,"Morris, Israel Wistar",,local,
agent_person,"Morris, Levi",,lcnaf,
agent_person,"Morris, Mary",,local,
agent_person,"Morris, Naomi McClenachan",,local,
agent_person,"Morris, Stephen Paschall",,local,
agent_person,"Morris, Wistar",,local,
agent_person,"Shinn, Earl, 1796-1865",,local,
agent_person,"Shinn, Ellen Morris",,local,
agent_person,"Shinn, Emma Morris",,local,
agent_person,"Shinn, James Thornton",,local,
agent_person,"Shinn, Morris Earl",,local,
agent_person,"Shinn, Rebecca",,local,
agent_person,"Shinn, Sarah Comfort",,local,
agent_person,"Shipley, Anna, 1826-1888",http://id.loc.gov/authorities/names/no2003004761,lcnaf,rda
agent_person,"Rees, Thomas",,ingest,
agent_person,"Thomson, Charles",,lcnaf,
agent_person,"Vaux, Sarah H. Morris",,local,
agent_person,"Vaux, William Sansom",,lcnaf,
agent_person,"Wood, Emily Hollingsworth Morr",,local,
agent_person,"Waring, Theodora Elkinton",,local,
agent_person,"Klein, John S.",,local,local
agent_person,"Cleveland, Arthur H., Jr., 1897-1950",,ingest,rda
agent_person,"Cleveland, Arthur III",,local,
agent_person,"Parsons, James B. (HC donor)",,ingest,rda
agent_person,"Jones, Alice Whittier",,local,
agent_person,"Bradford, George",,ingest,
agent_person,Elleanor Morris,,local,local
agent_person,"Malik, Gurdial",,local,
agent_person,"Hunt, Sydney",,lcnaf,
agent_person,"Hunt, Patricia",,ingest,
agent_person,"Raad, C",,lcnaf,
agent_person,"Morris, Catharine Wistar, 1772-1859",,local,rda
agent_person,"Taylor, George Washington",,local,rda
agent_person,"Cornell, Esther Thompson",,local,
agent_person,"Edmunds, Albert J. (Albert Joseph)",,lcnaf,
agent_person,"Jacob, Edward H.",,local,
agent_person,"Jacob, Emma Taylor",,local,
agent_person,"Richie, Edward",,local,
agent_person,"Richie, Sarah A.",,local,
agent_person,"Taylor, Elizabeth Richie",,lcnaf,
agent_person,"Savery, Thomas H.",,local,
agent_person,"Parrish, Anne",,local,
agent_person,"Harned, Marilyn",,local,
agent_person,"Harned, Arthur",,local,
agent_person,"Harris, Lois V.",,lcnaf,
agent_person,"Parrish, Maxfield",,lcnaf,
agent_person,"Lutyens, Edwin Landseer, Sir",,lcnaf,aacr2
agent_person,"Sanghvi, Amla",,local,local
agent_person,"Barnes, Gregory Allen,  Sir",,lcnaf,
agent_person,"Lamborn, Suzanne Parry",,local,local
agent_person,"Weiser, Conrad",,lcnaf,
agent_person,"Whitfield, George",,ingest,
agent_person,"Campanelli, Dan",,local,local
agent_person,"Wood, James, 1839-1925",,local,
agent_person,"Vaux, George,  III, 1909-1996",,local,rda
agent_person,"Vaux, George,  Jr., 1863-1927",,local,rda
agent_person,"Walcott, Mary Vaux, 1860-1940",http://id.loc.gov/authorities/names/n86012335,lcnaf,
agent_person,"Barclay, Nancy Barton",,local,local
agent_person,"Taylor, Rebecca Nicholson, 1857-1944",,local,
agent_person,"Taylor, William Nicholson, 1882-1945",,local,
agent_person,"Taylor, Frank Hendrickson, 1855-1934",,local,
agent_person,"Taylor, Gertrude Christine de Brie, b. 1897",,local,
agent_person,"Rhoads, Sarah Wistar, 1839-1920",,local,
agent_person,"Gibbons, Hannah, d. 1868",,local,
agent_person,"Potts, Ethel Rhoads, 1870-1962",,local,rda
agent_person,"Rhoads, Anne Gibbons, 1809-1890",,local,
agent_person,"Rhoads, Edward, 1841-1871",http://id.loc.gov/authorities/names/nr91023947,lcnaf,
agent_person,"Rhoads, Edward, 1873-1903",,local,
agent_person,"Rhoads, Jane Gibbons, 1870-1897",,local,
agent_person,"Rhoads, Jane Gibbons, d. 1860",,local,
agent_person,"Rhoads, Lydia Wistar, b. 1868",,local,
agent_person,"Rhoads, Samuel, b. 1878",,local,
agent_person,"Rhoads, Samuel, 1806-1868",https://lccn.loc.gov/n2011013014,lcnaf,rda
agent_person,"Rhoads, William Gibbons,  Jr., 1838-1880",,local,
agent_person,"Rhoads, William Gibbons, b. 1876",,local,
agent_person,"Wing, Asa S. (Asa Shove), 1850-1931",http://id.loc.gov/authorities/names/n85808783,lcnaf,
agent_person,"Wing, Sophia Rhoads, 1850-1901",,local,
agent_person,"Hawley, Jesse, 1806-1887",,local,
agent_person,"Hawley, Joseph, 1760-1856",,local,
agent_person,"Hawley, Rebecca Meredith, 1766-1851",,local,
agent_person,"Meredith, Ann Mendenhall, 1776-1871",,local,
agent_person,"Meredith, John, 1776-1825",,local,
agent_person,"Reinhardt, Anna Margaret Hewes, 1867-1955",,local,
agent_person,"Reinhardt, David Jones, 1867-1935",,local,
agent_person,"Reinhardt, Elizabeth Christine, 1878-1969",,local,
agent_person,"Reinhardt, Esther Meredith, 1872-1950",,local,
agent_person,"Reinhardt, Jesse Hawley, 1869-1939",,local,
agent_person,"Reinhardt, Lydia Ludwig, 1875-1967",,local,
agent_person,"Reinhardt, Mary Bailey, 1870-1962",,local,
agent_person,"Reinhardt, Rebecca Hawley, 1841-1914",,local,
agent_person,"Reinhardt, William Dell, 1830-1880",,local,
agent_person,"Steere, Dorothy M., 1908-2003",,local,
agent_person,"Hügel, Friedrich, Freiherr von, 1852-1925",http://id.loc.gov/authorities/names/n50082857,lcnaf,rda
agent_person,"Bowles, Jane T.",,local,
agent_person,"Hilles, Sarah Cooper Tatum",,local,
agent_person,"Hilles, John Smith, 1830-1875",,local,
agent_person,"Hilles, Margaret Hill Smith, 1786-1882",,local,
agent_person,"Hilles, Samuel, 1788-1873",http://id.loc.gov/authorities/names/no92026349,lcnaf,
agent_person,"Hilles, Sarah Lancaster",,local,
agent_person,"Hilles, William Samuel, 1825-1876",,local,rda
agent_person,"Hilles, William Samuel, 1865-1928",,local,
agent_person,"Tatum, Ann Cooper, d. 1834",,local,
agent_person,"Tatum, John Cooper",,local,
agent_person,"Tatum, Joseph",,local,
agent_person,"Chance, Harold J., 1898-1975",,local,rda
agent_person,"Kauffman, S. Duane",,local,local
agent_person,"Adams, Chris",http://vocab.getty.edu/ulan/500013163,ulan,
agent_person,"Adams, William Dacres",http://vocab.getty.edu/ulan/500014075,ulan,
agent_person,"Adams, Harry William",http://vocab.getty.edu/ulan/500023141,ulan,
agent_person,"Aldin, Cecil Charles Windsor",http://vocab.getty.edu/ulan/500013097,ulan,
agent_person,"Alexander, Herbert",http://vocab.getty.edu/ulan/500000360,ulan,
agent_person,"Alsop, J. J.",http://vocab.getty.edu/ulan/500024762,ulan,
agent_person,"Allen, William Herbert",http://vocab.getty.edu/ulan/500065855,ulan,
agent_person,"Anderson, Stanley",http://vocab.getty.edu/ulan/500119555,ulan,
agent_person,"Armington, Caroline Helena",http://vocab.getty.edu/ulan/500335762,ulan,
agent_person,"Armington, Frank Milton",http://vocab.getty.edu/ulan/500100612,ulan,
agent_person,"Farquhar, Esther L.",,local,
agent_person,"Moore, Andrew",,lcnaf,
agent_person,"Dane, Bill",http://vocab.getty.edu/ulan/500299815,ulan,
agent_person,"Sinsabaugh, Art",http://vocab.getty.edu/ulan/500016417,ulan,
agent_person,"Weston, Brett",http://vocab.getty.edu/ulan/500030585,ulan,
agent_person,"Burchard, Jerry",http://vocab.getty.edu/ulan/500008055,ulan,
agent_person,"Tress, Arthur",http://vocab.getty.edu/ulan/500089775,ulan,
agent_person,"Greenberg, Stanley",,lcnaf,
agent_person,"Hemmenway, E.A.",,local,
agent_person,"Park, Marion Edwards, 1875-1960",http://id.loc.gov/authorities/names/n92100705,lcnaf,dacs
agent_person,"Hutton, Addison",,lcnaf,dacs
agent_person,"Wright, JoAnn",,local,local
agent_person,"Taylor, Hubert Richie",,local,
agent_person,"Cope, Thomas P. (Thomas Pim)",,lcnaf,
agent_person,"Evans, J. Morris",,lcnaf,
agent_person,"Wood, Walter",,lcnaf,aacr2
agent_person,"Probert, Charles K.",,local,local
agent_person,"Packard, Merlin",,local,local
agent_person,"Buckrom, Abraham",,local,
agent_person,"Heathcoats, Gilbert",,local,
agent_person,"Kerr, Phyllis, Ms.",,local,local
agent_person,"Cox, Joseph",,ingest,
agent_person,"Parkinson, M.B.",,local,
agent_person,"Eickemeyer, Rudolf",,lcnaf,
agent_person,"Noll, Doug (SCPC donor)",,ingest,local
agent_person,"Haber, Jim",,local,
agent_person,"Arnold, John M.",,ingest,
agent_person,"Alloy, Evelyn",,lcnaf,
agent_person,"Conarroe, Scott",,ingest,
agent_person,"Troth, Henry",,local,
agent_person,"Lincoln, Edwin Hale",,lcnaf,
agent_person,"Ashmead, Ann Harnwell",http://id.loc.gov/authorities/names/n99007323,lcnaf,rda
agent_person,"Ashmead, Theodora",,local,rda
agent_person,"Mitchell, Charles L., active 1880-1900",,local,rda
agent_person,"Bourne, Samuel",,local,
agent_person,"Woito, Robert",,lcnaf,
agent_person,"Weems, Carrie Mae",,lcnaf,
agent_person,"Lawson, Deana",,lcnaf,
agent_person,"Vaughan, Virginia",,local,local
agent_person,"Cromwell, James W.",,local,
agent_person,"Cromwell, Lincoln",,local,
agent_person,"Cromwell, William",,local,
agent_person,"Chase, Thomas",,lcnaf,
agent_person,"Cromwell, Caroline Anne",,ingest,rda
agent_person,"Bass, Henry",,ingest,
agent_person,"Livingston, MIldred (SCPC donor)",,ingest,rda
agent_person,"Vo, Thy Anh",,local,rda
agent_person,"Stone, Eliot Kays",,local,
agent_person,"Taylor, Robert, Mr.",,local,aacr2
agent_person,"Noether, Emmy",,lcnaf,
agent_person,"Taylor, Jacob R.",,local,local
agent_person,"Taylor, Thomas B.",,local,
agent_person,"Leighton, Gertrude",,lcnaf,dacs
agent_person,"Schlotterbeck, Mike",,local,local
agent_person,"Oakley, Sherry, Resident Services Coordinator",,local,local
agent_person,"Swerdlow, Amy",,lcnaf,
agent_person,"Bowen, Catherine Drinker",,lcnaf,
agent_person,"Comfort, William Wistar",,lcnaf,
agent_person,"Foulds, Elfrida Vipont",,lcnaf,
agent_person,"Goodbody, Olive C.",,lcnaf,
agent_person,"Grubb, Isabel",,lcnaf,
agent_person,"Hicks, Muriel",,local,
agent_person,"Lloyd, Arnold",,lcnaf,
agent_person,"Milligan, Edward H. ( Edward Hyslop)",,lcnaf,
agent_person,"Mortimer, Russell",,lcnaf,
agent_person,"Nickalls, John L.",,lcnaf,
agent_person,"Nuttall, Geoffrey F. (Geoffrey Fillingham)",,lcnaf,
agent_person,"Penney, Norman",,lcnaf,
agent_person,"Sellers, Charles Coleman",,lcnaf,
agent_person,"White, Gilbert F.",,lcnaf,
agent_person,"Cadbury, John Warder",,lcnaf,
agent_person,"Rowntree, Elizabeth Harvey",,lcnaf,
agent_person,"Flaccus, Jonathan",,local,local
agent_person,"Yingling, Phyllis",,ingest,
agent_person,"Funk, Virgil (SCPC donor)",,ingest,rda
agent_person,"Miller, Gerald",,ingest,
agent_person,"Arnett, Edward M.",,local,
agent_person,"Naegle, Walter",,lcnaf,
agent_person,"Bailey, Alison",,ingest,
agent_person,"Hasegawa, Marii",,lcnaf,
agent_person,"Scagnelli, Janet",,ingest,
agent_person,"Tashjian, Pat",,local,
agent_person,"Perry, Lynda Fleet",,local,
agent_person,"Bruguière, Francis Joseph",http://vocab.getty.edu/ulan/500014276,ulan,
agent_person,"O'Neil, Elaine",,lcnaf,
agent_person,"Gleaton, Tony",,lcnaf,
agent_person,"Worsham, Susan",,local,
agent_person,"Stein, Amy",,lcnaf,
agent_person,"Barwick, James P.",,local,
agent_person,"Green, Louis Craig",,lcnaf,
agent_person,"Oulahan, Richard",,lcnaf,
agent_person,"Seiden, Peggy",,local,
agent_person,"Metz, Holly",,ingest,
agent_person,"Goldman, Susan Sachs",,local,local
agent_person,"Ranaghan, Dorothy Garrity",,local,
agent_person,"Giffen, Martha",,local,
agent_person,"Thornton, Thomas Perry",,lcnaf,
agent_person,"Cook, John Coy, Rev.",,,local
agent_person,"Owens, Owen D., Dr.",,,local
agent_person,"van Straelen, Raymond",,local,
agent_person,"Taber, William",,local,
agent_person,"Sumner, Arthur",,ingest,rda
agent_person,"Haines, Mary R. (Mary Rhoads)",,local,
agent_person,"Lamberti, Marjorie",,local,
agent_person,"Roskos, Laura",,ingest,
agent_person,"Love, Donna Rankin",,local,
agent_person,"Ward, Lynd",,lcnaf,
agent_person,"Leprince-Ringuet, Louis",n80113681,lcnaf,rda
agent_person,"Bryans, Martha Brown",,local,local
agent_person,"Cox, Catharine E. Bean",,local,
agent_person,"Amo, Yolanda del",,local,
agent_person,"Birger, Charlie",,lcnaf,
agent_person,"Morley, Felix M. (Felix Muskett)",,lcnaf,
agent_person,"Morley, F. V. (Frank Vigor)",,lcnaf,
agent_person,"Morley, Frank",,lcnaf,
agent_person,"Morley, Lilian Janet Bird",,lcnaf,
agent_person,"Brown, H. Tatnall, Jr., 1900-1983",http://id.loc.gov/authorities/names/n88172925,lcnaf,rda
agent_person,"Allinson, E. Page (Edward Page)",,local,
agent_person,"Hollister, James",,ingest,
agent_person,"Frank, Albert",,local,
agent_person,"Stoffregen, David M.",,local,
agent_person,"Sample, Gary",,local,
agent_person,"Mudd, Emily Hartshorne",,lcnaf,
agent_person,"Lambe, Catharine Cadbury",,local,
agent_person,"Burton, Emma Cadbury",,local,
agent_person,"Symonds, Jane Cadbury",,local,
agent_person,"Lei, Fuk Lam, General",,local,rda
agent_person,"Sun, Yat-Sen",,lcnaf,
agent_person,"Bstan-'dzin-rgya-mtsho, Dalai Lama XIV, 1935-",https://lccn.loc.gov/n80079447,lcnaf,rda
agent_person,"Teske, Edmund",,lcnaf,
agent_person,"Wilder, Diane",,ingest,
agent_person,"Biddle, C. Miller",http://id.loc.gov/authorities/names/no2012047602,lcnaf,rda
agent_person,"Ajzenberg-Selove, Fay",,lcnaf,
agent_person,"Stevenson, Robert Louis",,lcnaf,
agent_person,"Lyttle, Bradford",,lcnaf,
agent_person,"Hostetter, C. Douglas, 1944-",http://id.loc.gov/authorities/names/n93059736,lcnaf,rda
agent_person,"Newbold, Gail",,local,
agent_person,"Greene, Christopher",,local,
agent_person,"Williamson, David",,ingest,
agent_person,"Jones, James Parnell",,lcnaf,
agent_person,"Henderson, Bill",,ingest,
agent_person,"Henderson, Kathleen",,ingest,
agent_person,"Mitchell, Margaret",,ingest,
agent_person,"Kraus, Hertha",,lcnaf,
agent_person,"Lachmund, Margarethe",,lcnaf,
agent_person,"Lash, Stark, Dr.",,local,local
agent_person,"Vining, Elizabeth Gray",,lcnaf,
agent_person,"Black, Hugo LaFayette, 1886-1971",http://id.loc.gov/authorities/names/n79056509,lcnaf,rda
agent_person,"Akihito, Emperor of Japan",,lcnaf,
agent_person,"Blackmun, Henry A. (Henry Andrew)",,lcnaf,
agent_person,"Hirohito, Emperor of Japan",,lcnaf,
agent_person,"Clark, Charles Edward",,lcnaf,
agent_person,"Fortas, Abe",,lcnaf,
agent_person,"Benfey, O. Theodor (Otto Theodor)",,lcnaf,
agent_person,"Hand, Learned",,lcnaf,
agent_person,"Harding, Warren G. (Warren Gamaleil)",,lcnaf,
agent_person,"Harlan, John M. (John Marshall)",,lcnaf,
agent_person,"Huston, Luther A.",,lcnaf,
agent_person,"Bethe, Hans A. (Hans Albrecht)",,lcnaf,
agent_person,"Born, Max",,lcnaf,
agent_person,"Einstein, Albert",,lcnaf,
agent_person,"Miller, Franklin",,lcnaf,
agent_person,"Paschkis, V. (Victor)",,lcnaf,
agent_person,"Ashford, Bailey K. (Bailey Kelly)",,lcnaf,
agent_person,"Brent, Charles Henry",,lcnaf,
agent_person,"Cadman, S. Parkes (Samuel Parkes)",,lcnaf,
agent_person,"Cloud , Henry Roe",,lcnaf,
agent_person,"Davis, George W. (George Whitefield )",,lcnaf,
agent_person,"Dewey, George",,lcnaf,
agent_person,"Dole, Sanford B. (Sanford Ballard)",,lcnaf,
agent_person,"Eastman, Charles Alexander",,lcnaf,
agent_person,"La Flesche, Francis",,lcnaf,
agent_person,"Fletcher, Alice C. (Alice Cunningham)",,lcnaf,
agent_person,"Gulick, Luther Halsey",,lcnaf,
agent_person,"Kalanianaole, Jonah Kuhio",,lcnaf,
agent_person,"Mabie, Hamilton Wright",,lcnaf,
agent_person,"Montezuma, Carlos",,lcnaf,
agent_person,"Mooney, James",,lcnaf,
agent_person,"Roosevelt, Franklin D. (Franklin Delano)",,lcnaf,
agent_person,"Scott, Hugh Lenox",,lcnaf,
agent_person,"Taft, William H. (William Howard), 1857-1930",http://id.loc.gov/authorities/names/n79022244,lcnaf,rda
agent_person,"Borton, Hugh",,lcnaf,
agent_person,"Coleman, John Royston",,lcnaf,
agent_person,"Deer, Ada Elizabeth",,lcnaf,
agent_person,"Janschka, Fritz",,lcnaf,
agent_person,"Hawkins, John R.",,lcnaf,
agent_person,"Baker, James Winsor",,local,
agent_person,"Webster-Doyle, Terrence, 1940-",http://id.loc.gov/authorities/names/n87933360,lcnaf,rda
agent_person,"Levy, Helen Solomon",,lcnaf,
agent_person,"Angel, Philip",,local,
agent_person,"Freeman, Murray F.",,local,
agent_person,"Freeman, Aileen Sollom",,lcnaf,
agent_person,"Randall, Charles J.",,local,local
agent_person,"Wilcox, Constance Grenelle",,lcnaf,dacs
agent_person,"Potts, Asa Wing, Mrs.",,local,local
agent_person,"Kimmel, Jon",,local,
agent_person,"McGuire, Michael",,local,local
agent_person,"Hallman, Howard (SCPC donor)",,ingest,rda
agent_person,"Becker, Nan",,ingest,
agent_person,"Bernstein, Juliet",,local,
agent_person,"Collins, Dan",,ingest,
agent_person,"Jacobson, Kathy",,ingest,
agent_person,"Herz, Alice",,lcnaf,
agent_person,"Herz, Diane",,ingest,
agent_person,"Goodman, Logan",,local,
agent_person,"Riley, Lyman W.",,lcnaf,dacs
agent_person,"Bronner, Edward",,lcnaf,dacs
agent_person,"Curtis, Barbara",,local,dacs
agent_person,"Robinson, Jo Ann",,lcnaf,dacs
agent_person,"Cherry, Charles L.",,lcnaf,dacs
agent_person,"Brown, Elizabeth Potts",,local,dacs
agent_person,"Cope, Caleb",,local,rda
agent_person,"Cope, Florence",,local,
agent_person,"Cope, Esther (HC donor)",,local,rda
agent_person,"Lavoie, Catherine",,local,local
agent_person,"Gutekunst, Frederick",,lcnaf,
agent_person,"Peace Pilgrim, -1981",http://id.loc.gov/authorities/names/n82166525,lcnaf,rda
agent_person,"Brennan, Merry",,local,
agent_person,"Sibbett, Johanna",,local,
agent_person,"Solick, Randa",,local,
agent_person,"Oates, Joyce Carol",,lcnaf,
agent_person,"Anderson, Marian",,lcnaf,
agent_person,"Burns, Robert",,lcnaf,
agent_person,"Moore, Anne, active 1756-1786",,local,rda
agent_person,"Thomas, Raymond",,ingest,
agent_person,"Robinson, Charles Raskob",,lcnaf,
agent_person,"Tritton, Thomas R.",,lcnaf,
agent_person,"Taylor, Francis Richards",,lcnaf,
agent_person,"Kelsey, Asa",,local,
agent_person,"Bettle, Samuel",,local,
agent_person,"Jaeger, Eugene",,local,
agent_person,"Balderston, Marcellus",,local,
agent_person,"Erben, Patrick",,local,local
agent_person,"Hill, Thomas",,local,local
agent_person,"Travers, Mary",,ingest,
